1766042996476;2836.51;2838.26
1766042996595;2836.5;2838.25
1766043000265;2836.49;2838.24
1766043000599;2836.48;2838.23
1766043000726;2836.49;2838.24
1766043001315;2836.48;2838.23
1766043001595;2836.47;2838.22
1766043003727;2836.46;2838.21
1766043004307;2836.47;2838.22
1766043004428;2836.46;2838.21
1766043004645;2836.45;2838.2
1766043004748;2836.42;2838.17
1766043004966;2836.39;2838.14
1766043005523;2836.42;2838.17
1766043005666;2836.44;2838.19
1766043005770;2836.43;2838.18
1766043005896;2836.44;2838.19
1766043006285;2836.43;2838.18
1766043006972;2836.42;2838.17
1766043007077;2836.4;2838.15
1766043007215;2836.39;2838.14
1766043007324;2836.4;2838.15
1766043007466;2836.37;2838.12
1766043007865;2836.38;2838.13
1766043009505;2836.39;2838.14
1766043012325;2836.37;2838.12
1766043012436;2836.39;2838.14
1766043015845;2836.4;2838.15
1766043016085;2836.46;2838.21
1766043016315;2836.4;2838.15
1766043017975;2836.5;2838.25
1766043018080;2836.63;2838.38
1766043018296;2836.58;2838.33
1766043018414;2836.51;2838.26
1766043019885;2836.52;2838.27
1766043020583;2836.54;2838.29
1766043020688;2836.53;2838.28
1766043020895;2836.52;2838.27
1766043021033;2836.5;2838.25
1766043021156;2836.46;2838.21
1766043022339;2836.47;2838.22
1766043022727;2836.44;2838.19
1766043023335;2836.43;2838.18
1766043023445;2836.45;2838.2
1766043024405;2836.47;2838.22
1766043025106;2836.38;2838.13
1766043025325;2836.35;2838.1
1766043025445;2836.34;2838.09
1766043025795;2836.35;2838.1
1766043026017;2836.36;2838.11
1766043026110;2836.3;2838.05
1766043027634;2836.35;2838.1
1766043027738;2836.41;2838.16
1766043027865;2836.42;2838.17
1766043027995;2836.43;2838.18
1766043028119;2836.42;2838.17
1766043028350;2836.44;2838.19
1766043028465;2836.46;2838.21
1766043028684;2836.44;2838.19
1766043028914;2836.45;2838.2
1766043029025;2836.43;2838.18
1766043029355;2836.44;2838.19
1766043029465;2836.43;2838.18
1766043030255;2836.44;2838.19
1766043030365;2836.41;2838.16
1766043030605;2836.42;2838.17
1766043030725;2836.41;2838.16
1766043031057;2836.43;2838.18
1766043031139;2836.35;2838.1
1766043031490;2836.36;2838.11
1766043031835;2836.37;2838.12
1766043032055;2836.42;2838.17
1766043032285;2836.41;2838.16
1766043032843;2836.4;2838.15
1766043033555;2836.41;2838.16
1766043034275;2836.4;2838.15
1766043034846;2836.46;2838.21
1766043035805;2836.4;2838.15
1766043037414;2836.39;2838.14
1766043037545;2836.38;2838.13
1766043037866;2836.39;2838.14
1766043037995;2836.4;2838.15
1766043038105;2836.41;2838.16
1766043038225;2836.4;2838.15
1766043038945;2836.41;2838.16
1766043039925;2836.39;2838.14
1766043040523;2836.38;2838.13
1766043040875;2836.39;2838.14
1766043041576;2836.38;2838.13
1766043042645;2836.39;2838.14
1766043042765;2836.46;2838.21
1766043042868;2836.41;2838.16
1766043043120;2836.37;2838.12
1766043043790;2836.36;2838.11
1766043044705;2836.37;2838.12
1766043045155;2836.36;2838.11
1766043045276;2836.37;2838.12
1766043046315;2836.36;2838.11
1766043046656;2836.35;2838.1
1766043046989;2836.36;2838.11
1766043047115;2836.35;2838.1
1766043047441;2836.34;2838.09
1766043047555;2836.36;2838.11
1766043047667;2836.41;2838.16
1766043048105;2836.38;2838.13
